,run,hr,min,sec,AoA,rounded_AoA,AoS,dPb,pBar,temp,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,rounded_v,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,pInf,nu,rounded_J,J_M1,J_M2,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw
0,65.0,10.0,28.0,22.0,-4.994,-5,-0.005,417.93,100736.0,286.53999999999996,-570.8,21.2,-565.7,-607.8,-48.9,-39.1,0.0,1.2247343376561788,979.4995546479081,39.99412246757025,40,453605.09454468766,123.02,123.03,13.09,12.28,0.0,100736.0,1.4546167645736305e-05,1.6,1.5999143947038514,1.5997843520805313,-5.2436403316632685,-0.1473812917766228,-73.2131096576883,-0.8557165777158547,4.52482589150298,0.25130606726538696,-0.024650710051656168,-0.0006928494825791515,-0.3441798109710013,-0.0028804322074253187,0.12893418254138844,0.0008459227142762905,-0.34072736296511397,-0.0545184731345669,-0.3441798109710013,-0.0246507704203166,0.0006906982996769273,-0.0029903991514251744,0.13588205834038328,0.13588205834038328,0.001103029934516595
46,111.0,11.0,8.0,17.0,-3.994,-4,-0.005,416.8,100714.0,287.34,-672.7,21.9,-309.4,-355.9,-271.2,-40.0,0.0,1.221057755314085,976.8307810504319,39.999684223337354,40,451326.4478480881,123.03,123.03,11.57,11.69,0.0,100714.0,1.4621641071803442e-05,1.6,1.6000068250164863,1.6000068250164863,-6.174145620911252,-0.14715333296495342,-47.489248579530035,-0.9123339793150079,2.616469356556859,0.2585319620906456,-0.029104377392970344,-0.0006936678206519725,-0.22386012537281716,-0.0030794025814224434,0.0747595636079837,0.0008726234136756404,-0.22128926905831106,-0.04462600043701287,-0.22386012537281716,-0.029104437816085946,0.0006911279819526532,-0.0032061813189060906,0.08296271876699077,0.08296271876699077,0.0010938210856491332
33,98.0,10.0,59.0,43.0,-2.994,-3,-0.005,417.63,100719.0,286.79999999999995,-745.0,18.6,-59.3,-103.4,-462.3,-36.1,0.0,1.2234175522320185,978.7910191616756,40.00116429069415,40,452877.49037520576,123.02,123.02,11.21,11.14,0.0,100719.0,1.4572103157859283e-05,1.6,1.6001960939507849,1.6001960939507849,-6.83286695677161,-0.15147480647316286,-21.34712270956371,-0.8663237373094796,0.8091643576226524,0.23445018922033548,-0.03214502514932162,-0.0007126088498976168,-0.10042692192104344,-0.0029182479826183427,0.023073698305853225,0.0007897553330832022,-0.09861086115104173,-0.037346584200376946,-0.10042692192104345,-0.0321450872137759,0.0007098036645528037,-0.0030735913523592296,0.03213386906057136,0.03213386906057136,0.0009492152418786243
39,104.0,11.0,3.0,28.0,-1.994,-2,-0.005,417.25,100717.0,287.10999999999996,-790.5,14.9,182.0,139.0,-625.0,-32.6,0.0,1.2220723296049087,977.8935528363936,40.00482121523746,40,452040.86894458113,123.03,123.03,11.18,11.17,0.0,100717.0,1.4600407350574258e-05,1.6,1.600212307191154,1.600212307191154,-7.245478111601077,-0.16700338059463152,4.327991270804262,-0.8554827059979436,-0.9059754987313386,0.21285139234915038,-0.034117425118670094,-0.0007863836235843713,0.020379596186964798,-0.002884374232793587,-0.025858022618173104,0.0007176569055127143,0.021554366223497764,-0.03338766140620139,0.0203795961869648,-0.034117493613677566,0.0007834063135907064,-0.003079167265452259,-0.01624192507740064,-0.01624192507740064,0.000824361481204609
45,110.0,11.0,7.0,50.0,-0.994,-1,-0.005,417.22,100710.0,287.23999999999995,-804.6,-9.3,406.7,381.9,-754.9,-25.0,0.0,1.221434342561601,977.8227008009401,40.01381797858296,40,451747.42281802197,123.03,123.03,11.38,11.14,0.0,100710.0,1.4613177131717455e-05,1.6,1.6005721821010528,1.6005721821010528,-7.369627173657727,-0.45876937824050357,29.817723780229542,-0.861072122084442,-2.5157691117964625,0.16397996741584595,-0.034704531286123504,-0.0021604045720484953,0.14041553302870316,-0.0029034300601934906,-0.07180936829596733,0.0005529204284446995,0.14099644680358503,-0.032263421955647756,0.1404155330287032,-0.034704719684843,0.0021573760221446077,-0.0035022260550212963,-0.06202779313918534,-0.06202779313918534,0.0006135927992942062
38,103.0,11.0,3.0,0.0,0.006,0,-0.005,417.4,100718.0,287.02,-801.8,-30.3,628.5,615.4,-860.0,-13.6,0.0,1.2224676686868654,978.2478142630679,40.00559647049257,40,452306.1443035533,123.03,123.03,11.33,11.28,0.0,100718.0,1.4592127058522605e-05,1.6,1.600243317778447,1.600243317778447,-7.338889464410131,-0.6526559857254514,55.15760046091532,-0.8708610663800391,-3.9833121987703652,0.09051825137703884,-0.034544764907369206,-0.003072106168325451,0.25963142652810994,-0.0029351611087148036,-0.11364907392807343,0.000305083854736033,0.2596278075852062,-0.03457195325731404,0.25963142652810994,-0.0345450328676702,0.003069091557196759,-0.003801075278684043,-0.10391252939937938,-0.10391252939937938,0.0003046858053915759
47,112.0,11.0,8.0,47.0,1.001,1,-0.005,416.97,100715.0,287.42999999999995,-776.0,-23.9,840.8,823.5,-929.6,-14.8,0.0,1.220687538272233,977.2322704113608,40.01397000986698,40,451240.85909787146,123.04,123.03,11.95,12.08,0.0,100715.0,1.4629637492713454e-05,1.6,1.6004481774166561,1.6005782634263626,-7.097092725088626,-0.5646721649850697,79.22349936635081,-0.8438425366312394,-5.228730533994898,0.09937857560388494,-0.03344132377093297,-0.0026607211466951187,0.37329915152593085,-0.0028470531136879384,-0.14933750868845985,0.0003352948812422291,0.3726579673460653,-0.03995770312506915,0.37329915152593085,-0.03344155583531998,0.0026578028305374066,-0.0036022938859038935,-0.13991197231942512,-0.13991197231942512,0.0002723121527182441
34,99.0,11.0,0.0,31.0,2.001,2,-0.005,416.98,100717.0,286.96,-732.4,-24.0,1049.4,1030.1,-976.8,-13.7,0.0,1.2227111323977744,977.2558875158858,39.98132773290784,40,452195.31335087476,123.03,123.03,10.84,11.23,0.0,100717.0,1.4586849276845417e-05,1.6,1.5992725564706003,1.5992725564706003,-6.692140946262811,-0.551952715379091,103.51775814563233,-0.8620123203088368,-6.370491827339053,0.09307499855597651,-0.031532439041883825,-0.0026007245650456357,0.48776130459453043,-0.0029082861364653793,-0.18194289824364898,0.00031401955816002825,0.48636286014973534,-0.04854434301396421,0.4877613045945305,-0.0315326658778499,0.002597972830733977,-0.003650052271738285,-0.17305538670165732,-0.17305538670165732,0.00018637942078465023
42,107.0,11.0,5.0,38.0,3.005,3,-0.005,417.58,100713.0,287.12,-648.9,-8.5,1256.0,1224.2,-990.2,-20.0,0.0,1.2219812332763667,978.6729307237704,40.0222516015584,40,452191.86648658046,123.02,123.03,11.59,11.58,0.0,100713.0,1.4601891307299103e-05,1.6,1.6010396652086534,1.6009095311222346,-5.920766195267072,-0.38150206116407737,127.74965459770277,-0.8860212098196667,-7.474333067402993,0.13505179200705755,-0.027857434396382472,-0.0017949819821391525,0.6010670755688398,-0.0029849598752405174,-0.21315980369756848,0.0004549825396419611,0.5987802134180846,-0.0593289305737017,0.6010670755688398,-0.027857590932037043,0.0017925509555505774,-0.0035099323838178645,-0.20530810312346237,-0.20530810312346237,0.00027035537560394336
35,100.0,11.0,1.0,5.0,4.001,4,-0.005,417.24,100717.0,286.96,-563.8,24.6,1453.8,1405.3,-1004.8,-39.8,0.0,1.2227111323977744,977.8699354819877,39.99388667371316,40,452337.35701212473,123.02,123.03,11.84,11.4,0.0,100717.0,1.4586849276845417e-05,1.6,1.5999049620681824,1.5997749202115563,-5.13519123484428,-0.09663789502669501,150.61063733760705,-0.8588053391395398,-8.622402737081536,0.2649623915928391,-0.02418111422267505,-0.0004550584137983432,0.709210788470471,-0.0028956468678222624,-0.2461034212985116,0.0008933776775016515,0.7057951128056472,-0.07360657244853122,0.7092107884704709,-0.02418115384193819,0.000452948211768355,-0.003078871097305877,-0.23928790247782084,-0.23928790247782084,0.0006763755702082635
