Unnamed: 0,run,hr,min,sec,AoA,rounded_AoA,AoS,dPb,pBar,temp,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,rounded_v,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,pInf,nu,rounded_J,J_M1,J_M2,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,Thrust coefficient
22,23.0,9.0,43.0,21.0,-4.994,-5,0.0,418.1,100769.0,286.81,2574.4,-1.6,-1536.9,-1575.3,3621.0,-21.7,0.0,1.2239822170150263,979.901061787423,40.01460718924122,40,453226.4864464768,11.1,11.11,0.04,0.04,0.0,100769.0,1.4565775632141964e-05,17.0,17.74074589861372,17.724777630478155,23.693507722494232,-0.2802148822995259,-101.92140036638273,-1.0601204282375796,21.63054400122119,0.1294339903881644,0.1113391531630882,-0.0013167694739138,-0.4789431155107381,-0.0035670149590254,0.6161063072622929,0.0004355099360631,-0.4868171925189293,0.0692238108615349,-0.4789431155107381,0.1113391531630882,0.0013167694739138,-0.0038852886557164,0.5847250364542163,0.5847250364542163,0.0007720765602565,-0.0
21,22.0,9.0,42.0,22.0,7.006,7,0.0,417.91,100773.0,286.66,2624.9,-11.9,948.6,907.9,2576.7,-12.1,0.0,1.2246712988091633,979.4523186896898,39.99418739855961,40,453434.73645789217,11.1,11.11,0.04,0.04,0.0,100773.0,1.4551656350904194e-05,17.0,17.731692646733176,17.715732527339174,24.207263071111665,-0.318418734431728,177.06401330776498,-1.1044167052373142,6.400378859109981,0.0785127977686335,0.1138054793285825,-0.0014969803315951,0.8324301201311862,-0.0037177623413549,0.1823865567693414,0.0002642950993718,0.8400959119516345,0.0114215037968345,0.8324301201311862,0.1138054793285825,0.0014969803315951,-0.0041410181515278,0.150310144610701,0.150310144610701,-0.0002427718650867,-0.0
20,21.0,9.0,41.0,50.0,12.001,12,0.0,417.86,100772.0,286.62,4073.0,62.0,1346.5,1280.4,3172.2,-25.0,0.0,1.2248300565312815,979.3342289561042,39.98918446065457,40,453486.023440722,11.11,11.09,0.04,0.04,0.0,100772.0,1.4548190547460216e-05,17.0,17.713516437563595,17.74546146269897,37.53218843044013,0.709360934230925,238.8474211036284,-0.5061080032270276,-2.45068213454455,0.1656492944698575,0.1764711578792208,0.0033353169813164,1.123027532400377,-0.0017039004854457,-0.0698435799899398,0.0005576871171,1.1351760405361402,-0.0608955259867528,1.1230275324003764,0.1764711578792208,-0.0033353169813164,-0.0008630963635896,-0.1195824996592033,-0.1195824996592033,0.0003660357328081,-0.0
23,24.0,9.0,44.0,27.0,14.001,14,0.0,417.92,100766.0,286.87,4955.4,118.0,1437.0,1328.9,3689.8,-40.4,0.0,1.2236897846451826,979.4759366641714,40.01070612062624,40,453000.30819360144,11.1,11.1,0.04,0.04,0.0,100766.0,1.4571627426848984e-05,17.0,17.739016333540047,17.739016333540047,45.6423711612887,1.4152241583025196,260.06930724997073,-0.4562278756561143,-5.662935511079219,0.2663198891822448,0.214573066840303,0.0066532255048794,1.222632992717718,-0.001535748153919,-0.1613683231872425,0.0008964824378066,1.2382239619235065,-0.0876039725902397,1.2226329927177175,0.2145730668403029,-0.0066532255048794,0.0001125037555082,-0.2218463789954434,-0.2218463789954434,0.0008970683197301,-0.0
26,27.0,9.0,47.0,0.0,-4.994,-5,0.0,105.23,100769.0,286.37,697.3,-21.3,-400.5,-389.4,961.1,-7.8,0.0,1.2258628336141346,245.48981925410047,20.01293578522738,20,227296.686559125,2.36,2.64,0.04,0.04,0.0,100769.0,1.4526066801931572e-05,17.0,41.73256661473079,37.306385307107824,6.418198867133211,-0.4361168189159633,-24.81039034371714,-0.3172663405954531,5.347140231605799,0.044542054272618,0.1203872418217882,-0.008180316943784,-0.4653726884807732,-0.004261107284442,0.6079369339438058,0.0005982307217615,-0.4740859302537719,0.0794188762996318,-0.4653726884807732,0.1203872418217882,0.008180316943784,-0.0064897484796279,0.5740054324897474,0.5740054324897474,0.0011609015571129,-0.0
25,26.0,9.0,46.0,15.0,7.006,7,0.0,105.4,100769.0,286.42999999999995,708.5,-16.5,209.8,208.2,781.0,0.6,0.0,1.2256060456728688,245.886406602588,20.031192780900422,20,227419.3031206813,2.39,2.64,0.04,0.04,0.0,100769.0,1.453147925422529e-05,17.0,41.24631992904413,37.340418420611925,6.589348486186504,-0.2393179387332714,44.572417303869614,-0.3718822165644581,1.691864233324492,0.0004590608373657,0.1233981751563633,-0.0044816869200006,0.8347039117957717,-0.0049865806360265,0.1920443038677446,6.155561574075044e-06,0.8435227786797975,0.0206652328174014,0.8347039117957717,0.1233981751563633,0.0044816869200006,-0.0062038436733752,0.1572641619159545,0.1572641619159545,-0.0007505935730416,-0.0
27,28.0,9.0,47.0,59.0,12.001,12,0.0,105.38,100765.0,286.37,1081.5,8.1,280.2,260.0,1074.4,-7.2,0.0,1.2258141732986163,245.8397491286489,20.02759177833296,20,227454.112739243,2.32,2.59,0.04,0.04,0.0,100765.0,1.4526643433373123e-05,17.0,42.48318239702044,38.054433652929504,10.027523254565864,0.0643232583624376,59.134398377395655,-0.4270924879903821,-0.662280268368761,0.0541647412923161,0.1878202242990614,0.0012048048662244,1.1076150795237787,-0.0057279838434842,-0.0751900118310144,0.0007264346054615,1.122460240001885,-0.0465898128256293,1.1076150795237787,0.1878202242990615,-0.0012048048662244,-0.0054216835107785,-0.1281276995582511,-0.1281276995582511,-0.000416766313782,-0.0
24,25.0,9.0,45.0,43.0,14.001,14,0.0,105.14,100769.0,286.48999999999995,1322.1,-7.7,269.6,274.0,1288.6,-1.6,0.0,1.2253493652905156,245.27986232889623,20.008566712214023,20,227077.8334250409,2.31,2.55,0.04,0.04,0.0,100769.0,1.4536892460847084e-05,17.0,42.626560981469694,38.61464935968432,12.234680274223706,-0.1171349222673873,64.5715843312166,-0.227990330439493,-1.586436589639824,0.0173440984734764,0.2296844066949608,-0.0021990002616518,1.212216887082499,-0.0030646895667078,-0.1805224692322206,0.000233142684311,1.2317733230135106,-0.0704215075034176,1.212216887082499,0.2296844066949608,0.0021990002616518,-0.0036314300977571,-0.2452597010335896,-0.2452597010335896,-0.0006523675848371,-0.0
30,31.0,9.0,50.0,47.0,-4.994,-5,0.0,26.33,100764.0,286.15,201.5,-4.4,-121.0,-121.0,282.6,2.9,0.0,1.2267444385597976,61.71532013305927,10.03077391744034,10,114074.5450213573,0.58,0.59,0.04,0.04,0.0,100764.0,1.4506947410715915e-05,17.0,85.11042218843625,83.66787265981867,1.85536503171814,-0.0381609313640986,-7.872711717696775,-0.0521418437722555,1.3588643770743256,-0.0227427661584278,0.1384322131466713,-0.0028472575984567,-0.5873975675488862,-0.0027856423315364,0.6145448289293071,-0.0012150167229195,-0.5972184212582982,0.0867729065364281,-0.5873975675488862,0.1384322131466714,0.0028472575984567,-0.0036802980033434,0.5755272987442717,0.5755272987442717,-0.0008900291292853,-0.0
31,32.0,9.0,51.0,28.0,7.001,7,0.0,26.14,100762.0,286.11,187.9,-18.0,28.0,37.5,293.9,8.3,0.0,1.2268915929768571,61.27346601068028,9.9942020745658,10,113684.63772577335,0.57,0.59,0.04,0.04,0.0,100762.0,1.4503629067221687e-05,17.0,86.28783390804843,83.36282258913153,1.803087685855692,-0.169543499461593,10.947577964730025,-0.1142171528340782,0.4181871949702629,-0.0482280788752001,0.135501836396351,-0.0127411748781408,0.8227092503319713,-0.0061459756907338,0.1904884834052068,-0.0025951321060188,0.8330910174467295,0.0342142499282204,0.8227092503319713,0.135501836396351,0.0127411748781408,-0.0093482019670198,0.1522968886055142,0.1522968886055142,-0.0037152040408587,-0.0
29,30.0,9.0,49.0,52.0,12.005,12,0.0,26.4,100766.0,286.19,306.8,0.5,17.3,15.8,530.0,1.4,0.0,1.226597325277485,61.87810933612799,10.044596811539977,10,114205.62010101209,0.57,0.59,0.04,0.04,0.0,100766.0,1.4510265957942694e-05,17.0,86.72293144374203,83.78317105581856,2.90444333892389,0.0478036700472252,14.61023305882123,-0.1387315845783317,-0.2213507315497445,-0.000218887559669,0.2161357732177255,0.0035573368052448,1.0872286529884516,-0.007392141419933,-0.0998422517777302,-1.1663153715541572e-05,1.1084059710726792,-0.0147315862668706,1.0872286529884516,0.2161357732177255,-0.0035573368052448,-0.0062473278211528,-0.1607607610170037,-0.1607607610170037,-0.0013108338282702,-0.0
28,29.0,9.0,49.0,16.0,14.001,14,0.0,26.31,100765.0,286.23999999999995,354.6,5.7,7.9,7.8,657.5,-0.7,0.0,1.2263708943806766,61.66880901547622,10.0285203706257,10,113986.2843535326,0.55,0.58,0.04,0.04,0.0,100765.0,1.4514918576189636e-05,17.0,89.73264469063798,85.09130099974293,3.338028128119413,0.1059154478688369,16.636423591798337,-0.0607961747186137,-0.4037989588178048,0.0137889299972781,0.2492442866620106,0.0079085074293332,1.2422104822348834,-0.0032504437051619,-0.1827553396350199,0.0007372197497295,1.265608148040468,-0.0586993374873447,1.2422104822348834,0.2492442866620106,-0.0079085074293332,-0.0011694250171146,-0.2530055816648784,-0.2530055816648784,0.0004323887386899,-0.0
