,Unnamed: 0,run,hr,min,sec,AoA,rounded_AoA,AoS,dPb,pBar,temp,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,rounded_v,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,pInf,nu,rounded_J,J_M1,J_M2,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,delta_e,Drag coefficient,Thrust coefficient,CL_strut_cor,CMpitch25c_strut_cor,V cor,q cor,CDbcor,CMbcor,CL cor,CLa,CM25ca,dAoA,dCD,dCM25c,AoA cor,CD cor,CM cor
10,36.0,101.0,11.0,1.0,37.0,5.001,5,-0.005,417.44,100717.0,286.95,-443.5,38.1,1643.3,1586.7,-1000.6,-46.5,0.0,1.2227537429965687,978.3422843285324,40.00284777237295,40,452466.740320811,123.04,123.03,11.63,11.75,0.0,100717.0,1.458594557278281e-05,1.6,1.6000033186655316,1.600133368516679,-4.02641839592614,0.0371044631537043,173.4410374426664,-0.8528869364130426,-9.88007113279441,0.3093685993818208,-0.0189508571696557,0.0001746369384498,0.816322598580035,-0.0028743033011964,-0.2818640502114558,0.0010425991400799,0.8115629972328057,-0.0900401102977485,0.816322598580035,-0.0189508418575483,-0.0001762907120511,-0.0029052134063781,-0.27652269486618,-0.27652269486618,0.0007853736046456,0,0.040108274272537096,0.05928474829987206,0.810322598580035,-0.27172269486617995,40.24077862158995,990.1559288821861,0.03962973863780014,-0.2684807455522635,0.8006545625927894,6.137054655284724,-2.133396454898823,0.0030176660786420343,0.0020344556035644845,-0.013900988168730252,5.003017666078642,0.041664194241364624,-0.28238173372099373
11,41.0,106.0,11.0,4.0,59.0,6.005,6,-0.005,417.39,100714.0,287.11,-286.7,29.3,1819.4,1763.1,-977.4,-38.7,0.0,1.2220359284314344,978.2241967698388,40.012179743833045,40,452110.5506531386,123.03,123.04,11.32,11.38,0.0,100714.0,1.4600842257558903e-05,1.6,1.600506651914209,1.6003765717246845,-2.5824444594427094,-0.0060719434520712,195.60777187548712,-0.8986687635822902,-11.256921798195522,0.2591212964245115,-0.012156074973819,-2.8581834381869308e-05,0.920764329194226,-0.0030289576487301,-0.321182363112762,0.0008733667671114,0.9144401724780404,-0.1084153634573706,0.920764329194226,-0.0121560774217677,2.752101661232205e-05,-0.0031117162149194,-0.3177561372983989,-0.3177561372983989,0.000543041428842,0,0.04681318812463131,0.05980191140353709,0.916164329194226,-0.3138561372983989,40.24165460715402,990.0795192867151,0.04625264179229172,-0.3100979889284031,0.9051940754020051,5.960229451429714,-2.35308986669501,0.0033403480096510867,0.002492810619202343,-0.016441317383211026,6.003340348009651,0.04874545241149406,-0.32653930631161415
12,1.0,66.0,10.0,29.0,19.0,7.001,7,-0.005,418.23,100737.0,286.75,-105.5,25.4,1975.1,1921.7,-944.6,-37.0,0.0,1.2238495582411162,980.2080984635144,40.023044640108,40,453346.70378556807,123.03,123.03,13.43,11.94,0.0,100737.0,1.4564983630753098e-05,1.6,1.600941253049957,1.600941253049957,-0.914488130923415,-0.0461178209260391,215.6642000541801,-0.9006091294095788,-12.757151823310618,0.2484679094289699,-0.0042959633532161,-0.0002166462985456,1.0131192179584612,-0.003029353915143,-0.3632502140761388,0.0008357646060167,1.0050418052063297,-0.1277496570856384,1.0131192179584612,-0.0042959822428143,0.0002162714041958,-0.0031692428108943,-0.3620393840532863,-0.3620393840532863,0.0004432447237463,0,0.054987501563112426,0.05957303400118005,1.0070192179584612,-0.3598393840532863,40.247815780944535,992.3912734764214,0.05431244287107143,-0.3554217855620175,0.9946564617536727,5.312796529709697,-2.5474328736861884,0.003635766776249538,0.0029532341950717837,-0.018874460165447637,7.00363576677625,0.05726567706614322,-0.3742962457274651
13,44.0,109.0,11.0,7.0,2.0,8.005,8,-0.005,417.48,100714.0,287.17,156.5,12.4,2090.1,2038.6,-872.6,-33.1,0.0,1.2217806017757744,978.4367545420748,40.020707710626496,40,452038.9630383235,123.03,123.04,11.21,11.37,0.0,100714.0,1.4606266967652224e-05,1.6,1.6008477747340006,1.6007176668199292,1.4969171382486666,-0.2038165659115439,231.63046494152616,-1.0464949229675724,-14.64250620486805,0.2231868497189419,0.0070447532057551,-0.000959196317153,1.0900933784193862,-0.003526438569749,-0.4176890590009297,0.0007520865107283,1.0804524700768956,-0.1448297694752579,1.0900933784193862,0.0070446694732612,0.000959811084192,-0.0038645298687033,-0.4196746436029792,-0.4196746436029792,0.0002065855541214,0,0.06472179371869898,0.058273431686945855,1.0833933784193863,-0.4194746436029792,40.25614557632523,991.0079892239116,0.06390077828117018,-0.41415348146790637,1.0696502072633958,4.392723631447989,-3.2891007204566485,0.00388276290755155,0.003368120333077899,-0.02439659101920144,8.003882762907551,0.06726889861424808,-0.4385500724871078
14,48.0,113.0,11.0,9.0,27.0,9.001,9,-0.005,416.89,100713.0,287.37,455.9,10.6,2176.0,2121.5,-795.2,-21.9,0.0,1.2209181602056944,977.0433339083368,40.006322728041695,40,451313.10824102734,123.02,123.03,12.08,11.74,0.0,100713.0,1.4624499985072003e-05,1.6,1.600402450726664,1.600272368433668,4.252503540645899,-0.0928190666435487,243.8626005925475,-0.9926754005427356,-16.991043165149858,0.150968942553896,0.0200415653410447,-0.0004374457002213,1.149296690125817,-0.00334985022181,-0.4853741671100912,0.0005094548987756,1.1382793396652626,-0.1600146592243698,1.1492966901258168,0.0200415270903933,0.0004391946550657,-0.0035100810088076,-0.4910229417910324,-0.4910229417910324,-4.5976880464747966e-05,0,0.07610609132941487,0.05644682004851538,1.1582966901258167,-0.4900229417910324,40.26778011485173,990.1687602510735,0.07509724825530643,-0.4835273217645043,1.1429426025201572,3.405722785116401,-4.104373857044532,0.003975945962029573,0.0035317243631809965,-0.028610843262968897,9.00397594596203,0.07862897261848743,-0.5121381650274732
15,37.0,102.0,11.0,2.0,7.0,10.001,10,-0.005,417.19,100717.0,286.95,806.4,25.4,2252.2,2204.1,-698.0,-27.4,0.0,1.2227537429965687,977.75184884878,39.990774970431566,40,452330.1865091415,123.04,123.04,11.04,11.01,0.0,100717.0,1.458594557278281e-05,1.6,1.5995204399644525,1.5995204399644525,7.477909149225643,0.0772916894671823,255.9729888326445,-0.7259436540956395,-19.69044892522402,0.1872945915453185,0.0352169969538585,0.0003640029770629,1.2054973907944304,-0.002447970742351,-0.5620790689664517,0.0006315802579398,1.1932954956270796,-0.1746712804176758,1.2054973907944304,0.0352170285850143,-0.0003609297129332,-0.0024194204080464,-0.5720050840928415,-0.5720050840928415,0.0002018136902883,0,0.08922986874058937,0.05511504991050224,1.2153973907944304,-0.5684050840928414,40.279574390480136,991.4673320100324,0.08799550556725999,-0.5605420409970687,1.198584166687615,3.220062953989623,-4.639934969821509,0.004038610548883791,0.003643928154333784,-0.03117255819966523,10.004038610548884,0.09163943372159378,-0.591714599196734
16,40.0,105.0,11.0,4.0,22.0,11.001,11,-0.005,417.05,100719.0,287.17,1171.5,27.7,2337.1,2295.4,-555.1,-21.4,0.0,1.2218412577224045,977.4212075066956,39.99894013733059,40,451815.5250487242,123.03,123.03,11.57,11.07,0.0,100719.0,1.4605541867771978e-05,1.6,1.599977061214288,1.599977061214288,10.836817844260736,0.1895267547299919,270.27813989189474,-0.5194745010840616,-21.994639529809643,0.1485857468529103,0.051052944661134,0.0008928727104293,1.2732976707108676,-0.0017523240936884,-0.6280663589922009,0.0005012187963907,1.259641601357886,-0.1928636760119292,1.2732976707108674,0.0510530223845817,-0.0008884174971493,-0.0015687344665958,-0.6424557829858795,-0.6424557829858795,0.000192652802056,0,0.1041820479048572,0.05442241729764645,1.2680976707108673,-0.6413557829858795,40.29333310255219,991.8092707293914,0.10267069089684834,-0.6320517082749664,1.2497015233897968,3.8846698890174376,-4.036527710318058,0.004196085841822634,0.003933639745534091,-0.029488894518425762,11.004196085841823,0.10660433064238244,-0.6615406027933921
17,2.0,67.0,10.0,30.0,3.0,12.001,12,-0.005,417.88,100735.0,286.75,1599.2,42.8,2427.5,2377.1,-321.5,-20.5,0.0,1.2238252603255888,979.381464821774,40.00656201139907,40,453151.0058192181,123.04,123.04,13.48,12.95,0.0,100735.0,1.4565272804995035e-05,1.6,1.6001518779581585,1.6001518779581585,14.770616318754142,0.442913292686934,286.5620594895428,-0.4077796419430539,-23.727882703838063,0.1429491765525478,0.069446045030679,0.0020824165901303,1.3473101770389402,-0.0013727947676151,-0.6762037071459653,0.0004812400164734,1.3323031580874378,-0.2122163077459947,1.34731017703894,0.0694462264913773,-0.0020763562715173,-0.000868747344894,-0.6957772810752137,-0.6957772810752137,0.0002900844606149,0,0.12105099838215835,0.0523508071483897,1.33041017703894,-0.6940772810752137,40.31460997699103,994.8482104690536,0.119169037915603,-0.6832865728516102,1.3097265032902465,4.240604243783855,-3.0550967978337376,0.00438082429917208,0.004287632218626055,-0.022765731285705117,12.004380824299172,0.12345667013422906,-0.7060523041373153
18,43.0,108.0,11.0,6.0,24.0,13.001,13,-0.005,417.49,100714.0,287.17,2180.3,-12.5,2438.6,2393.4,-28.3,19.6,0.0,1.2217806017757744,978.4603721185974,40.02119071906764,40,452044.4186798492,123.03,123.03,11.21,11.52,0.0,100714.0,1.4606266967652224e-05,1.6,1.6008670953065844,1.6008670953065844,20.11427362419344,0.0566361155867556,295.43349888468845,-0.7404652375222658,-26.207512083091025,-0.1191016581823188,0.0946589959393436,0.0002665330071327,1.3903280274379377,-0.0024951312117369,-0.7475719446088163,-0.0004013345254325,1.3759838020474973,-0.2205468791314564,1.3903280274379377,0.0946590188383015,-0.0002582724503994,-0.002267686490544,-0.7742518635915122,-0.7742518635915122,-0.0009012038028829,0,0.1399245373397383,0.04668119553465026,1.3609280274379376,-0.7658518635915122,40.32814564814038,994.5800978859007,0.13765670071720001,-0.7534392665108801,1.338870692248979,2.4647412715877355,-4.496262377235022,0.0045745148403578415,0.004675154166845715,-0.03334674484268499,13.004574514840359,0.14233185488404573,-0.7867860113535651
19,3.0,68.0,10.0,30.0,52.0,14.001,14,-0.005,417.6,100737.0,286.81,2663.2,-43.0,2491.8,2484.1,266.2,25.6,0.0,1.2235935316956874,978.720166071168,39.99683993518305,40,452881.3834010831,123.04,123.04,14.35,13.78,0.0,100737.0,1.4570402579740448e-05,1.6,1.599763021787256,1.599763021787256,24.551648228252347,-0.3544954606866998,311.49593279611923,-0.5700839515518955,-27.78941665656741,-0.1595805723764485,0.1155108812676876,-0.0016678343827928,1.46552970187865,-0.0019204908133749,-0.7924855180635458,-0.0005375927920928,1.4499375858059411,-0.2424893153254401,1.4655297018786495,0.1155107352818482,0.0016779146024294,-0.0021894899285594,-0.8250426028208837,-0.8250426028208837,-0.0010513443511964,0,0.16088992955214781,0.0467445446217289,1.4321297018786494,-0.8238426028208837,40.36592799482244,996.7091301252186,0.1579861303675164,-0.8089735958855521,1.4062821110929642,4.308738557769622,-2.91009499619253,0.004732803959099987,0.005004294804390177,-0.023847650445761204,14.0047328039591,0.1629904251719066,-0.8328212463313133
20,6.0,71.0,10.0,33.0,29.0,-4.994,-5,-0.005,417.19,100732.0,287.01,255.9,19.3,-703.1,-744.8,619.4,-38.0,0.0,1.2226801932247882,977.75184884878,39.99197776579732,40,452243.0317410026,109.36,109.37,8.42,7.31,0.0,100732.0,1.4589195310959976e-05,1.8,1.7996608833372207,1.7994963353914093,2.3620201004911645,-0.1610182144522527,-73.61437648900962,-0.884708840705468,5.186644846757673,0.2422986456919247,0.0111238653778728,-0.0007583106259679,-0.3466847779024042,-0.0029833463593593,0.1480567821280402,0.0008170606523229,-0.3463370482170385,-0.0190977653795709,-0.3466847779024042,0.0111237991604305,0.0007592813634612,-0.0031138154826332,0.1449214876522121,0.1449214876522121,0.0010850210051653,0,0.03355374346814873,0.02251098919775849,-0.3694847779024042,0.1436214876522121,40.24750960659641,989.8894339099353,0.033142322352301266,0.14186046469018,-0.36495431948253937,5.466293301603077,-2.9257619722744903,-0.0007271533552499076,0.00011812936780287136,0.004077785468957125,-5.00072715335525,0.03326045172010414,0.1459382501591371
21,4.0,69.0,10.0,31.0,43.0,7.005,7,-0.005,417.58,100734.0,286.87,730.7,29.4,1814.8,1756.8,-236.2,-38.4,0.0,1.223301180620922,978.6729307237704,40.0006536813293,40,452742.67270186334,109.36,109.37,8.2,7.37,0.0,100734.0,1.4576256371174228e-05,1.8,1.8000513042836783,1.799886720640606,6.778721652055665,0.0037317359783313,213.13098001326765,-0.945762417069844,-11.678405066121528,0.2558654447368731,0.0318941480689493,1.7557962394138352e-05,1.0027895204344393,-0.0031862249291284,-0.3330553387099862,0.0008619975205284,0.9991938922623272,-0.0906400829646437,1.0027895204344393,0.0318941494797267,-1.4774672851206456e-05,-0.0032626553041665,-0.3420447990149206,-0.3420447990149206,0.0004576628947454,0,0.054987501563112426,0.023303896941481175,0.9966895204344393,-0.3398447990149206,40.26294639947504,991.5821482925039,0.054271629839865256,-0.33542042483912415,0.9837138109685915,6.443802138184788,-2.3252865231423017,0.003635766776249538,0.0029532341950717837,-0.017626239306071885,7.00363576677625,0.05722486403493704,-0.35304666414519603
22,7.0,72.0,10.0,34.0,31.0,12.001,12,-0.005,417.15,100732.0,287.08,2319.8,45.1,2247.6,2197.8,355.4,-20.0,0.0,1.2223820616463927,977.6573797088016,39.99492209973242,40,452080.2919301049,109.36,109.36,8.78,7.57,0.0,100732.0,1.4595521616434375e-05,1.8,1.7997933799754595,1.7997933799754595,21.40049931773616,0.4889382318861087,281.1671482160748,-0.3728721835289688,-21.940779480319804,0.1382025066588165,0.100794771516595,0.0023028629676805,1.3242765059656485,-0.0012574920807538,-0.6263770120520988,0.0004660807787242,1.316291213487605,-0.1767633771825947,1.324276505965648,0.1007949720955017,-0.0022940669557643,-0.0006920372001691,-0.6547863175941236,-0.6547863175941236,0.0003119996653389,0,0.12105099838215835,0.02072985771530312,1.3073765059656481,-0.6530863175941236,40.34328947900689,994.5103634856345,0.1189996668055283,-0.6420191095293338,1.2852216890283688,3.6869190230827917,-3.5866231171138026,0.00438082429917208,0.004287632218626055,-0.02636435838184851,12.004380824299172,0.12328729902415436,-0.6683834679111823
23,5.0,70.0,10.0,32.0,19.0,14.001,14,-0.005,417.44,100737.0,286.89,3324.9,-46.4,2316.9,2315.5,908.1,25.2,0.0,1.2232523295536273,978.3422843285324,39.99469454248978,40,452632.6004600707,109.36,109.36,8.97,8.43,0.0,100737.0,1.4577629017910122e-05,1.8,1.79978313977502,1.79978313977502,30.639669795238035,-0.4106124730843229,306.2040555226852,-0.5492470166515524,-25.88612502248359,-0.1586001549535891,0.1442095552221946,-0.001932600530877,1.4411888557957468,-0.0018510103106671,-0.7384934728758056,-0.0005344963435254,1.433263193267628,-0.2087542399845294,1.4411888557957466,0.1442093860218735,0.0019451851812596,-0.0021952308627575,-0.7791393640737663,-0.7791393640737663,-0.0010497288483649,0,0.16088992955214781,0.017212417715255078,1.4077888557957465,-0.7779393640737663,40.411674988976536,998.5838654262845,0.1576286445768982,-0.762170310244411,1.3792525722849605,3.3492921091108374,-3.562452366438841,0.004732803959099987,0.005004294804390177,-0.02861920974203816,14.0047328039591,0.1626329393812884,-0.7907895199864491
24,10.0,75.0,10.0,37.0,17.0,-4.994,-5,-0.005,417.16,100734.0,287.17,2032.6,27.2,-1010.1,-1060.6,2123.2,-40.3,0.0,1.2220232255622938,977.680996979914,40.00127688927166,40,451909.2127235226,56.24,56.24,-1.02,-0.88,0.0,100734.0,1.4603367000021104e-05,3.5,3.500296543468765,3.500296543468765,18.707621356229843,-0.0564652188557648,-74.84578220133517,-0.9647543193904978,7.481995081768623,0.2534734465055306,0.0881093867085744,-0.000265940586941,-0.3525095917812716,-0.0032535052605988,0.2135948049363916,0.0008548053893646,-0.358841449080036,0.0570884466954548,-0.3525095917812716,0.0881093631653845,0.0002736295804185,-0.003241413940508,0.188760912756655,0.188760912756655,0.0011337300834505,0,0.03355374346814873,-0.05478593166636286,-0.3753095917812716,0.187460912756655,40.251543282048566,990.0161149497806,0.033135680188409844,0.1851252412067939,-0.3706334173029609,5.410442261928449,-2.9195367650395982,-0.0007271533552499076,0.00011812936780287136,0.004070789690268433,-5.00072715335525,0.03325380955621272,0.18919603089706236
