  Run_nr	    Time	   Alpha	    Beta	Delta_Pb	   P_bar	       T	      B1	      B2	      B3	      B4	      B5	      B6	     rpm	     Rho	       Q	       V	      Re	 nrotor1	 nrotor2	      I1	      I2	    dptq	  Extra1	  Extra2	  Extra3	  Extra4	  Extra5	  Extra6	  Extra7	  Extra8	  Extra9	 Extra10
      42	 10:04:07	  12.005	   0.000	  417.25	 1007.54	   13.76	  4777.9	   122.8	  2121.4	  2011.2	  1511.5	   -42.5	   0.000	   1.223	   977.9	    40.0	  452556	   56.23	   56.24	   -0.87	   -0.91	    0.00	  21.988	  22.587	  43.128	  44.478	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      43	 10:05:05	  -4.995	   0.000	  416.94	 1007.49	   13.81	  2002.2	    26.4	  -614.5	  -658.5	  1135.9	   -38.3	   0.000	   1.223	   977.2	    40.0	  452264	   56.24	   56.24	   -0.87	   -0.82	    0.00	  20.617	  21.424	  42.952	  44.742	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      44	 10:06:01	   7.001	   0.000	  417.62	 1007.52	   13.90	  2950.5	     8.1	  1727.0	  1685.5	   735.4	   -22.1	   0.000	   1.223	   978.8	    40.0	  452460	   56.23	   56.23	   -0.96	   -0.88	    0.00	  19.527	  20.387	  42.875	  44.549	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      45	 10:07:10	  14.001	   0.000	  105.34	 1007.48	   13.59	  1016.9	   -10.8	   616.0	   621.5	   347.3	     2.5	   0.000	   1.224	   245.7	    20.0	  227032	   61.53	   61.51	    1.66	    1.46	    0.00	  18.840	  19.697	  48.052	  49.976	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      46	 10:07:51	   7.005	   0.000	  105.18	 1007.50	   13.46	   205.0	    -0.4	   552.9	   544.4	  -250.8	    -8.6	   0.000	   1.225	   245.4	    20.0	  226993	   61.52	   61.52	    1.51	    1.58	    0.00	  18.673	  19.475	  47.527	  49.407	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      47	 10:08:33	  -4.995	   0.000	  104.74	 1007.51	   13.38	   -42.1	   -15.3	   -29.8	   -22.0	  -249.5	   -12.0	   0.000	   1.225	   244.3	    20.0	  226597	   61.52	   61.51	    1.51	    1.32	    0.00	  18.526	  19.268	  47.402	  49.403	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      48	 10:09:38	  12.001	   0.000	  105.15	 1007.49	   13.34	   679.0	   -12.4	   631.4	   623.2	    61.9	     5.7	   0.000	   1.225	   245.3	    20.0	  227078	   61.51	   61.51	    1.57	    1.41	    0.00	  18.249	  18.919	  47.779	  49.764	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      49	 10:10:44	  -4.994	   0.000	   26.00	 1007.46	   13.28	    32.9	     1.5	   -37.0	   -38.5	    11.4	    -0.5	   0.000	   1.225	    60.9	    10.0	  113217	   30.72	   30.76	    0.32	    0.30	    0.00	  17.995	  18.616	  37.200	  36.422	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      50	 10:11:51	  14.001	   0.000	   26.18	 1007.48	   13.20	   288.2	     6.4	    90.7	    89.1	   435.6	    -1.7	   0.000	   1.226	    61.4	    10.0	  113639	   30.76	   30.76	    0.31	    0.34	    0.00	  17.614	  18.216	  37.691	  36.849	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      51	 10:12:21	  12.005	   0.000	   26.19	 1007.48	   13.18	   220.2	     2.7	   101.2	    99.6	   292.6	    -0.2	   0.000	   1.226	    61.4	    10.0	  113673	   30.76	   30.76	    0.32	    0.32	    0.00	  17.435	  18.022	  37.534	  36.720	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      52	 10:13:01	   7.006	   0.000	   26.28	 1007.48	   13.14	    80.3	    -9.6	   114.5	   116.6	    48.8	     3.5	   0.000	   1.226	    61.6	    10.0	  113886	   30.76	   30.76	    0.30	    0.31	    0.00	  17.204	  17.760	  37.357	  36.531	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      53	 10:14:18	   7.006	   0.000	  418.36	 1007.44	   13.46	  3156.6	    17.4	  1706.9	  1657.0	   876.2	   -26.1	   0.000	   1.225	   980.5	    40.0	  453744	   11.11	   11.10	    0.04	    0.04	    0.00	  16.375	  16.818	  37.121	  36.018	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      54	 10:15:10	  -4.995	   0.000	  417.90	 1007.44	   13.66	  2191.6	    22.7	  -639.6	  -681.8	  1269.5	   -36.3	   0.000	   1.224	   979.4	    40.0	  453091	   11.10	   11.11	    0.04	    0.04	    0.00	  16.183	  16.569	  37.119	  36.020	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      55	 10:16:08	  12.001	   0.000	  417.05	 1007.42	   13.74	  4908.8	    72.8	  2037.5	  1965.3	  1693.9	   -30.3	   0.000	   1.223	   977.4	    40.0	  452457	   11.11	   11.10	    0.02	    0.04	    0.00	  16.149	  16.514	  37.119	  36.020	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      56	 10:16:32	  14.001	   0.000	  417.71	 1007.43	   13.74	  5928.1	   100.2	  2094.5	  2002.0	  2351.9	   -37.3	   0.000	   1.223	   979.0	    40.0	  452827	   11.11	   11.11	    0.02	    0.04	    0.00	  16.157	  16.507	  37.119	  36.022	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      57	 10:17:57	  -4.994	   0.000	  105.03	 1007.45	   13.42	   606.4	   -10.8	  -175.6	  -167.7	   375.7	   -13.9	   0.000	   1.225	   245.0	    20.0	  226869	    2.38	    2.64	    0.03	    0.04	    0.00	  16.012	  16.374	  37.120	  36.020	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      58	 10:18:59	  14.001	   0.000	  104.96	 1007.41	   13.33	  1558.9	    -7.8	   434.2	   437.4	   959.6	     0.5	   0.000	   1.225	   244.9	    20.0	  226878	    2.32	    2.56	    0.03	    0.04	    0.00	  15.641	  16.022	  37.119	  36.020	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      59	 10:19:39	  12.005	   0.000	  104.78	 1007.42	   13.31	  1281.6	    10.7	   456.6	   432.6	   703.3	    -7.1	   0.000	   1.225	   244.4	    20.0	  226703	    2.33	    2.59	    0.03	    0.04	    0.00	  15.400	  15.768	  37.119	  36.021	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      60	 10:20:08	   7.005	   0.000	  104.98	 1007.40	   13.28	   837.9	   -11.4	   399.3	   394.5	   349.7	    -0.2	   0.000	   1.225	   244.9	    20.0	  226951	    2.36	    2.61	    0.04	    0.05	    0.00	  15.226	  15.587	  37.121	  36.020	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      61	 10:21:29	  -4.994	   0.000	   26.11	 1007.43	   13.18	   178.9	    -2.5	   -71.0	   -71.4	   150.5	     1.5	   0.000	   1.226	    61.2	    10.0	  113510	    0.57	    0.59	    0.03	    0.04	    0.00	  14.890	  15.225	  37.120	  36.020	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      62	 10:22:22	  12.001	   0.000	   26.08	 1007.42	   13.14	   348.8	     6.5	    57.7	    57.0	   432.8	    -2.3	   0.000	   1.226	    61.1	    10.0	  113460	    0.56	    0.58	    0.03	    0.04	    0.00	  14.694	  15.021	  37.119	  36.021	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      63	 10:22:55	   7.006	   0.000	   26.23	 1007.39	   13.12	   223.8	   -11.0	    79.0	    83.0	   186.0	     4.3	   0.000	   1.226	    61.5	    10.0	  113784	    0.58	    0.60	    0.03	    0.04	    0.00	  14.589	  14.903	  37.119	  36.021	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
      64	 10:23:33	  14.001	   0.000	   26.19	 1007.41	   13.08	   413.4	    10.6	    49.8	    46.1	   577.6	    -4.0	   0.000	   1.226	    61.4	    10.0	  113720	    0.56	    0.57	    0.03	    0.04	    0.00	  14.469	  14.770	  37.119	  36.021	   0.000	   0.000	   0.000	   0.000	   0.000	   0.000
